21.07.2023                                        Salida dinámica de lista                                                                                             1


	Documento	GTr	Denomin.	ClVt	Denominación	Solic.	Creado el	Fecha doc.	Pedido	Func.	Responsab	Creado	OrgVt	CDis	Se	OfVta	GVen	Mon.	 Valor neto
	903150583	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775739			JOBS	1000	01	01	E001	G01	COP	   565,776
	903150584	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   153,272
	903150585	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775803			JOBS	1000	01	01	E001	G01	COP	   184,204
	903150586	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	   104,856
	903150587	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150588	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    38,318
	903150589	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150590	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775805			JOBS	1000	01	01	E001	G01	COP	    26,218
	903150591	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775803			JOBS	1000	01	01	E001	G01	COP	   184,204
	903150592	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775803			JOBS	1000	01	01	E001	G01	COP	   184,204
	903150593	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	   170,391
	903150594	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775803			JOBS	1000	01	01	E001	G01	COP	   276,952
	903150595	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    38,318
	903150596	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775803			JOBS	1000	01	01	E001	G01	COP	   368,408
	903150597	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775805			JOBS	1000	01	01	E001	G01	COP	   166,722
	903150598	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150599	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775804			JOBS	1000	01	01	E001	G01	COP	    78,642
	903150600	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775805			JOBS	1000	01	01	E001	G01	COP	    27,539
	903150601	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775805			JOBS	1000	01	01	E001	G01	COP	    35,630
	903150602	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	    26,214
	903150603	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   495,874
	903150604	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	    26,214
	903150605	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   184,204
	903150606	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	   157,284
	903150607	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775803			JOBS	1000	01	01	E001	G01	COP	 1,093,612
	903150608	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   460,510
	903150609	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   381,852
	903150610	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	    52,428
	903150611	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	   131,070
	903150612	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   276,306
	903150613	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775812			JOBS	1000	01	01	E001	G01	COP	   157,284
	903150614	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   276,306
	903150615	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775810			JOBS	1000	01	01	E001	G01	COP	    38,318
	903150616	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   138,476
	903150617	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   184,204
	903150618	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   276,306
	903150619	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    38,318
	903150620	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   138,476
	903150621	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   276,306
	903150622	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   184,204
	903150623	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   495,874
	903150624	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   233,532
	903150625	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    38,318
	903150626	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   336,124
	903150627	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    15,732
	903150628	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   184,204
	903150629	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   114,954
	903150630	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   461,156
	903150631	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775807			JOBS	1000	01	01	E001	G01	COP	    26,214
	903150632	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    55,393
	903150633	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    57,477
	903150634	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	     5,714
	903150635	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    38,320
	903150636	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775811			JOBS	1000	01	01	E001	G01	COP	   450,146
	903150637	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    17,142
	903150638	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775740			JOBS	1000	01	01	E001	G01	COP	 1,078,244
	903150639	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    22,856
	903150640	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    17,142
	903150641	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775805			JOBS	1000	01	01	E001	G01	COP	    78,945
	903150642	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    26,218
	903150643	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    98,823
	903150644	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    35,943
	903150645	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    17,142
	903150646	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	   134,117
	903150647	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    69,916
	903150648	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	   183,773
	903150649	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    10,285
	903150650	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	     8,469
	903150651	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    98,485
	903150652	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   256,057
	903150653	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    19,831
	903150654	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   135,923
	903150655	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   126,784
	903150656	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    27,966
	903150657	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150658	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150659	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   131,997
	903150660	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    51,338
	903150661	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150662	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    38,318
	903150663	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   114,954
	903150664	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   242,081
	903150665	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    34,958
	903150666	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    17,479
	903150667	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150668	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   153,272
	903150669	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775808			JOBS	1000	01	01	E001	G01	COP	    55,392
	903150670	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    19,159
	903150671	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   150,573
	903150672	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   158,252
	903150673	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    76,636
	903150674	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   191,590
	903150675	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   114,954
	903150676	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   151,123
	903150677	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    24,874
	903150678	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   114,954
	903150679	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	     5,714
	903150680	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   205,214
	903150681	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    76,636
	903150682	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	   153,272
	903150683	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   218,960
	903150684	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    23,865
	903150685	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   181,373
	903150686	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   174,446
	903150687	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775809			JOBS	1000	01	01	E001	G01	COP	    57,477
	903150688	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    18,151
	903150689	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    20,773
	903150690	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    98,672
	903150691	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775740			JOBS	1000	01	01	E001	G01	COP	 1,638,753
	903150692	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    41,007
	903150693	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    83,153
	903150694	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    12,437
	903150695	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775748			JOBS	1000	01	01	E001	G01	COP	    17,815
	903150696	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775747			JOBS	1000	01	01	E001	G01	COP	     4,639
	903150697	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    22,788
	903150698	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	     4,639
	903150699	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   277,165
	903150700	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   198,364
	903150701	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   172,831
	903150702	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    13,917
	903150703	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   232,453
	903150704	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    25,345
	903150705	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    49,003
	903150706	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    88,648
	903150707	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    67,963
	903150708	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   354,600
	903150709	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    46,520
	903150710	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   112,942
	903150711	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    26,280
	903150712	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   160,062
	903150713	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	    87,247
	903150714	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   149,825
	903150715	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   116,231
	903150716	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775739			JOBS	1000	01	01	E001	G01	COP	 3,383,955
	903150717	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775739			JOBS	1000	01	01	E001	G01	COP	 2,371,809
	903150718	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   249,936
	903150719	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775746			JOBS	1000	01	01	E001	G01	COP	   159,502
	903150720	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775739			JOBS	1000	01	01	E001	G01	COP	 1,863,211
	903150721	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775739			JOBS	1000	01	01	E001	G01	COP	 3,429,692
	903150722	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775739			JOBS	1000	01	01	E001	G01	COP	 3,081,439
	903150723	0	Orden	ZVMI	Rep Con - EDI Predis	1000000000	10.07.2023	10.07.2023	0085775739			JOBS	1000	01	01	E001	G01	COP	 2,733,537
	903150849	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	    72,330
	903150850	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489597			JOBS	1000	01	01	E002	G02	COP	   361,392
	903150851	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	   186,048
	903150852	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489597			JOBS	1000	01	01	E002	G02	COP	 1,433,476
	903150853	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	   659,460
	903150854	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	   804,684
	903150855	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	   951,975
	903150856	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	 1,220,684
	903150857	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	 1,262,974
	903150858	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	93-489582			JOBS	1000	01	01	E002	G02	COP	 1,652,922
	903150859	0	Orden	ZEDI	P. EDI Pre-Distribui	1000000000	10.07.2023	10.07.2023	0085775914			JOBS	1100	20	01	N001	N02	COP	   197,610
	903150862	0	Orden	ZKB	Reposición Consignac	1000000000	10.07.2023	10.07.2023	LC 9			LBOJANINI	1000	01	01	E001	G01	COP	         0
	903150863	0	Orden	ZKB	Reposición Consignac	1000000000	10.07.2023	10.07.2023	LC 9			LBOJANINI	1000	01	01	E001	G01	COP	         0
	903150864	0	Orden	ZKB	Reposición Consignac	1000000000	10.07.2023	10.07.2023	LC 9			LBOJANINI	1000	01	01	E001	G01	COP	         0
	903150866	0	Orden	ZKB	Reposición Consignac	1000000000	10.07.2023	10.07.2023	LC 9			LBOJANINI	1000	01	01	E001	G01	COP	         0
	903150867	0	Orden	ZKB	Reposición Consignac	1000000000	10.07.2023	10.07.2023	LC 9			LBOJANINI	1000	01	01	E001	G01	COP	         0
	903150870	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	95-497857			JOBS	1000	01	01	E002	G02	COP	   277,914
	903150871	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	95-497872			JOBS	1000	01	01	E002	G02	COP	   266,752
	903150872	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	95-497875			JOBS	1000	01	01	E002	G02	COP	   311,670
	903150873	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443715			JOBS	1000	01	01	E002	G02	COP	 1,084,176
	903150874	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	127-447849			JOBS	1000	01	01	E002	G02	COP	   209,476
	903150875	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443705			JOBS	1000	01	01	E002	G02	COP	   164,556
	903150876	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443705			JOBS	1000	01	01	E002	G02	COP	   277,914
	903150877	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443715			JOBS	1000	01	01	E002	G02	COP	   266,752
	903150878	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443718			JOBS	1000	01	01	E002	G02	COP	   184,204
	903150879	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	127-447849			JOBS	1000	01	01	E002	G02	COP	   209,586
	903150880	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443717			JOBS	1000	01	01	E002	G02	COP	   169,224
	903150881	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	95-497874			JOBS	1000	01	01	E002	G02	COP	   557,472
	903150882	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443742			JOBS	1000	01	01	E002	G02	COP	   169,224
	903150883	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	122-443717			JOBS	1000	01	01	E002	G02	COP	   209,476
	903150884	0	Orden	ZEDI	P. EDI Pre-Distribui	1000007000	10.07.2023	10.07.2023	127-447847			JOBS	1000	01	01	E002	G02	COP	   361,392
